days_cash_on_hand,current_ratio,burn_rate_monthly_rm,purchase_amount,purchase_to_burn,is_digitalisation,is_agri,monthly_net_cash,recommended_product,label
101.3,1.577,8936.29,15063.05,1.686,1,0,53198.23,micro_credit,0
30.9,1.769,8000.0,11956.67,1.495,0,0,7538.16,micro_credit,1
64.3,1.547,8000.0,21291.2,2.661,0,0,-5000.0,micro_credit,0
88.5,1.459,8000.0,13511.69,1.689,0,0,-5000.0,cash,0
76.0,1.152,12180.27,7270.67,0.597,0,1,3882.11,cash,0
82.3,1.334,9642.31,5257.41,0.545,0,0,23355.76,cash,0
119.1,2.332,10311.61,18648.34,1.808,0,0,-5000.0,micro_credit,0
112.6,1.767,8000.0,23871.71,2.984,0,0,7419.43,bnpl,0
63.5,1.683,8000.0,21202.91,2.65,0,0,-5000.0,bnpl,0
48.7,1.295,13929.65,8610.81,0.618,1,0,-5000.0,grant,0
59.9,1.541,8000.0,6416.16,0.802,0,0,50003.33,bnpl,0
53.5,1.46,8389.56,9587.87,1.143,0,0,23184.24,bnpl,0
98.7,1.464,8000.0,24365.95,3.046,0,0,10283.86,micro_credit,0
118.3,0.921,10806.81,34725.64,3.213,0,0,5641.25,micro_credit,1
69.4,1.633,8000.0,10181.83,1.273,0,0,5919.33,micro_credit,0
59.3,1.894,12179.2,13875.02,1.139,1,0,26554.28,grant,0
68.4,1.333,8000.0,12100.24,1.513,0,0,-5000.0,grant,0
62.5,1.405,25746.41,2629.11,0.102,0,0,8766.85,cash,0
118.1,1.584,13891.58,12770.65,0.919,0,0,-12.0,cash,0
19.0,1.608,8000.0,7783.92,0.973,0,0,3018.23,bnpl,0
118.6,2.223,10913.37,9361.66,0.858,1,0,-5000.0,grant,0
86.7,2.049,8854.64,3266.75,0.369,0,0,24060.89,grant,0
99.6,1.106,10715.19,15493.48,1.446,1,0,10684.07,micro_credit,0
55.2,1.834,8254.21,5340.89,0.647,0,0,-5000.0,bnpl,0
106.5,1.723,10296.8,9488.62,0.922,0,0,2478.03,micro_credit,0
48.1,1.429,8000.0,8064.0,1.008,1,0,6403.12,cash,0
90.2,1.539,14153.47,25387.81,1.794,0,1,31047.06,bnpl,0
86.8,1.553,8000.0,18159.87,2.27,0,0,42235.45,micro_credit,0
83.6,2.087,8000.0,6407.41,0.801,1,0,27393.63,bnpl,0
81.6,1.918,9828.46,7499.66,0.763,0,0,8155.32,bnpl,0
36.7,1.234,15330.5,19536.37,1.274,0,0,18534.08,grant,1
32.0,1.45,8000.0,23088.58,2.886,0,0,1493.0,grant,1
47.9,1.558,8000.0,27338.72,3.417,0,0,-1226.6,grant,0
40.0,0.947,9760.96,8874.51,0.909,1,0,-5000.0,grant,0
104.7,1.737,9772.25,25600.81,2.62,0,0,23925.65,bnpl,0
54.4,1.259,14301.1,15032.98,1.051,1,0,15055.46,cash,0
53.8,1.72,8000.0,11428.98,1.429,1,1,38044.99,grant,0
58.5,1.11,8000.0,20886.63,2.611,0,0,16585.16,micro_credit,1
71.8,1.407,12313.01,7577.91,0.615,0,0,17501.98,cash,0
56.7,1.299,8000.0,9833.26,1.229,0,0,11121.06,cash,0
80.9,0.8,8000.0,9746.24,1.218,0,0,39091.12,cash,0
48.0,1.596,19394.87,5871.51,0.303,0,0,19091.55,grant,0
54.9,1.409,8000.0,8082.68,1.01,1,1,60994.42,cash,0
96.1,1.858,12349.82,4996.83,0.405,1,0,19109.24,bnpl,0
101.8,1.311,15281.48,17807.68,1.165,0,0,45336.72,bnpl,0
64.6,1.243,8410.76,26623.89,3.165,0,0,-5000.0,micro_credit,1
23.3,1.575,8109.85,12139.87,1.497,0,1,29015.61,cash,1
61.2,1.026,24835.19,6985.03,0.281,1,0,-5000.0,micro_credit,0
102.6,1.442,9618.8,15764.79,1.639,1,0,31504.5,micro_credit,0
66.7,1.976,8000.0,18359.14,2.295,0,0,-3111.5,micro_credit,0
109.3,1.59,8000.0,17405.87,2.176,0,0,28077.39,grant,0
91.0,1.262,8000.0,12061.33,1.508,0,0,11257.33,micro_credit,0
93.7,0.986,11503.97,10306.3,0.896,0,0,-3093.01,cash,0
56.4,1.49,8000.0,8219.71,1.027,1,0,-3764.67,bnpl,0
88.3,1.324,8983.98,28233.15,3.143,0,0,29898.33,micro_credit,0
97.6,1.41,12636.75,10629.16,0.841,0,0,8470.32,cash,0
85.2,1.383,19377.18,11069.27,0.571,0,0,23130.49,grant,0
111.4,1.839,8000.0,15439.63,1.93,0,0,27312.95,cash,0
97.3,1.238,8000.0,20889.61,2.611,0,0,-1711.69,grant,1
67.5,1.991,9686.52,8105.31,0.837,0,0,-3797.11,cash,0
83.3,1.177,8854.66,14519.92,1.64,0,0,35384.7,micro_credit,0
91.7,1.35,16819.41,10252.4,0.61,0,0,-5000.0,cash,0
70.7,1.953,10661.11,12171.92,1.142,0,0,41469.81,grant,0
39.2,1.19,8000.0,14838.14,1.855,0,0,14996.88,micro_credit,1
113.6,1.618,8251.33,12100.32,1.466,0,1,14118.73,bnpl,0
33.2,2.309,12505.73,13568.48,1.085,1,0,23072.95,bnpl,1
92.7,1.511,8000.0,16809.47,2.101,0,0,18942.8,cash,0
54.8,1.947,11293.79,18059.02,1.599,0,1,37054.58,grant,0
75.5,1.639,14250.0,8113.84,0.569,0,0,12972.93,grant,0
78.1,1.282,28083.47,5574.67,0.199,1,0,-5000.0,cash,0
107.9,1.75,8000.0,16882.1,2.11,1,0,38421.31,micro_credit,0
74.2,2.278,8000.0,17705.01,2.213,0,1,32997.51,bnpl,0
97.3,1.493,8684.55,15433.25,1.777,0,0,26683.58,bnpl,0
90.1,1.841,8000.0,10665.04,1.333,0,0,-4920.29,micro_credit,0
65.3,1.834,10389.93,50704.63,4.88,1,0,15481.31,grant,0
76.5,1.58,8000.0,11709.9,1.464,0,0,32300.18,bnpl,0
77.8,1.328,8000.0,9436.96,1.18,1,0,13329.54,grant,0
104.8,1.175,8570.47,13086.95,1.527,1,0,-5000.0,grant,0
54.2,1.36,8000.0,13433.94,1.679,1,1,9109.93,cash,0
61.1,1.67,21490.87,29779.96,1.386,1,1,-5000.0,micro_credit,0
89.4,1.5,10612.84,9710.32,0.915,0,0,14116.6,bnpl,0
78.8,1.388,8000.0,9444.78,1.181,1,0,16216.67,grant,0
90.0,1.789,8000.0,14130.83,1.766,0,0,29325.05,cash,0
104.1,1.534,8960.49,13428.28,1.499,0,0,-5000.0,micro_credit,0
70.2,1.758,13211.94,10418.65,0.789,0,0,15918.93,cash,0
54.4,1.747,9556.53,10386.13,1.087,1,0,5488.97,bnpl,0
73.4,1.425,13308.58,9726.35,0.731,0,0,40673.35,bnpl,0
111.6,1.3,10212.49,8451.84,0.828,1,0,6120.34,grant,0
125.1,1.464,11638.82,16280.55,1.399,0,0,-5000.0,bnpl,0
53.6,1.212,8000.0,2521.18,0.315,0,0,21802.48,grant,0
126.4,1.591,8000.0,8488.55,1.061,0,0,3740.22,grant,0
49.6,1.791,14251.49,6402.87,0.449,0,0,25051.46,cash,0
113.2,2.083,35930.63,7360.65,0.205,1,0,62835.97,micro_credit,0
66.1,1.384,11466.47,8776.79,0.765,0,0,19182.79,bnpl,0
42.0,1.483,17650.37,11714.89,0.664,0,0,14548.72,micro_credit,0
86.9,1.878,8000.0,16672.04,2.084,0,0,7173.5,micro_credit,0
79.2,1.847,8000.0,6926.05,0.866,0,0,-5000.0,micro_credit,0
61.3,1.923,9374.38,5784.47,0.617,1,0,3257.78,bnpl,0
37.8,1.235,11789.55,6338.32,0.538,0,0,32027.42,bnpl,0
73.2,1.574,8731.85,18491.5,2.118,0,0,26096.88,micro_credit,0
83.4,1.708,8996.22,16288.45,1.811,0,0,5918.2,micro_credit,0
75.1,1.473,8056.64,8274.95,1.027,0,0,20418.42,micro_credit,0
107.8,1.878,8000.0,24564.6,3.071,0,0,6273.15,micro_credit,0
90.0,1.296,10550.1,14364.97,1.362,1,0,-5000.0,micro_credit,0
90.2,1.927,9149.08,25542.33,2.792,1,0,8585.52,micro_credit,0
96.2,0.929,29391.18,27515.42,0.936,1,0,6876.74,bnpl,1
25.7,1.631,8000.0,15439.27,1.93,0,1,19408.18,bnpl,1
51.5,1.864,14221.48,20675.46,1.454,0,0,12159.44,cash,0
39.6,1.824,8763.34,5628.63,0.642,0,0,36336.71,bnpl,0
127.5,1.538,26150.0,12711.0,0.486,0,0,5151.79,cash,0
59.2,2.008,8000.0,18113.23,2.264,0,0,1935.05,cash,0
63.5,1.838,8341.38,9675.6,1.16,0,0,32390.48,grant,0
114.9,1.731,8000.0,9128.58,1.141,0,0,13438.47,bnpl,0
83.0,1.273,13702.96,12670.51,0.925,1,0,-5000.0,grant,0
51.8,1.409,9577.9,34170.0,3.568,0,0,16287.08,bnpl,0
54.0,1.612,8446.95,14452.42,1.711,0,0,22450.22,micro_credit,0
105.2,1.543,20692.62,19918.66,0.963,1,0,-733.91,micro_credit,0
130.2,1.642,8000.0,30004.49,3.751,0,0,49400.0,cash,0
74.2,1.409,9158.44,17909.78,1.956,0,1,35001.42,cash,0
89.3,1.578,19420.9,10177.55,0.524,0,0,30556.55,grant,0
67.8,1.671,9404.06,11722.69,1.247,1,0,5207.04,cash,0
108.6,1.345,8000.0,38814.39,4.852,1,0,29601.26,cash,0
15.4,1.392,8000.0,7166.12,0.896,1,0,-5000.0,grant,0
71.6,1.23,10167.56,4945.25,0.486,1,1,13492.41,bnpl,0
64.6,1.971,18678.17,18619.04,0.997,1,0,6120.95,grant,0
124.6,1.115,8000.0,11543.98,1.443,0,0,52572.69,micro_credit,0
69.9,1.499,8000.0,20338.3,2.542,1,0,29157.17,micro_credit,0
94.7,1.374,8000.0,5935.95,0.742,0,0,13509.71,bnpl,0
48.0,1.22,8179.11,9236.92,1.129,0,0,2316.39,bnpl,0
86.7,1.572,8693.49,13368.51,1.538,0,0,-5000.0,cash,0
77.6,1.592,8000.0,20902.66,2.613,0,0,-3865.81,cash,0
77.3,1.876,15011.24,12318.82,0.821,0,0,5475.02,bnpl,0
98.7,1.739,8000.0,7807.25,0.976,0,0,-5000.0,micro_credit,0
78.9,1.527,16502.81,14727.63,0.892,0,0,36016.13,micro_credit,0
57.6,1.869,8000.0,18539.85,2.317,1,0,-5000.0,bnpl,0
80.9,0.994,8776.11,15401.11,1.755,0,0,2622.57,grant,0
48.7,1.787,9446.9,9234.82,0.978,0,0,12754.13,bnpl,0
140.9,1.873,16699.9,15360.44,0.92,0,0,14996.73,micro_credit,0
15.1,1.36,8000.0,4310.5,0.539,0,0,-5000.0,bnpl,0
25.5,1.539,14306.15,22219.51,1.553,1,0,19466.12,bnpl,1
50.9,1.009,8000.0,6015.29,0.752,0,0,-3999.47,micro_credit,0
71.0,1.266,11528.06,10638.66,0.923,0,0,12189.82,cash,0
103.5,1.22,11949.17,11995.83,1.004,1,0,5997.25,bnpl,0
97.1,1.796,8000.0,10935.96,1.367,0,0,17061.81,grant,0
68.2,1.714,11232.16,33120.53,2.949,0,0,-5000.0,cash,0
71.9,1.296,12988.87,4966.92,0.382,0,0,18233.63,bnpl,0
59.2,1.344,8000.0,9360.07,1.17,1,1,31521.01,bnpl,0
74.4,1.726,20933.14,13975.56,0.668,0,0,1941.61,bnpl,0
86.7,1.398,8000.0,5239.91,0.655,0,1,28672.63,cash,0
65.3,1.601,8000.0,15363.83,1.92,1,0,-1714.94,cash,0
71.5,1.796,14126.98,11942.8,0.845,1,0,-5000.0,bnpl,0
149.8,2.039,13700.72,7988.34,0.583,0,0,9955.34,bnpl,0
61.4,1.904,11138.09,7853.46,0.705,0,0,3526.41,bnpl,0
103.0,1.998,19687.7,18331.34,0.931,0,0,7452.75,cash,0
15.0,1.633,9888.99,13055.83,1.32,0,0,12970.15,micro_credit,1
41.8,1.706,13154.21,17593.53,1.337,0,0,29038.39,bnpl,1
90.1,1.435,9586.62,12709.67,1.326,0,0,13938.59,grant,0
100.0,1.73,25205.17,40682.69,1.614,1,1,13433.69,bnpl,0
15.0,1.896,8000.0,7779.01,0.972,0,0,4827.99,grant,0
63.8,1.721,8000.0,6682.54,0.835,0,0,18176.85,cash,0
90.6,1.73,8000.0,7058.26,0.882,0,0,2880.57,grant,0
81.0,1.966,8000.0,10706.42,1.338,1,0,-5000.0,bnpl,0
33.7,1.821,12645.81,15478.21,1.224,1,0,28578.47,micro_credit,1
63.0,1.429,26465.01,10555.33,0.399,0,0,25232.38,grant,0
75.2,1.032,8000.0,8791.66,1.099,1,0,31009.82,micro_credit,0
94.7,1.806,8000.0,29399.41,3.675,0,0,-5000.0,grant,0
80.3,1.547,9152.27,25241.02,2.758,1,0,-691.99,bnpl,0
41.3,1.556,8267.42,77463.38,9.37,0,0,24177.13,grant,1
64.8,1.254,8000.0,6878.32,0.86,0,0,14068.95,bnpl,0
110.7,1.864,10971.9,10119.89,0.922,0,0,16838.62,cash,0
62.0,2.031,9089.4,11527.77,1.268,0,0,-5000.0,micro_credit,0
70.1,1.784,8000.0,7999.26,1.0,0,0,26268.8,grant,0
38.1,1.846,8000.0,9762.34,1.22,1,0,-5000.0,bnpl,1
84.5,2.239,14068.22,7514.9,0.534,0,0,32441.17,grant,0
67.1,1.935,14228.53,2395.32,0.168,0,0,-5000.0,grant,0
98.6,1.592,8000.0,8531.55,1.066,1,0,-5000.0,micro_credit,0
72.8,2.169,14217.37,40325.1,2.836,0,0,27883.15,cash,0
100.7,2.103,11728.4,10905.53,0.93,1,0,30587.84,micro_credit,0
111.3,1.416,8000.0,13047.75,1.631,1,0,26966.98,bnpl,0
95.0,1.151,23393.72,8496.07,0.363,1,0,7228.83,micro_credit,0
52.4,2.306,11036.15,7570.12,0.686,1,1,27550.62,grant,0
94.2,1.497,14447.45,7677.81,0.531,0,0,3127.47,micro_credit,0
24.7,1.179,22324.36,29815.56,1.336,0,0,13184.2,grant,1
116.6,1.505,8870.31,12470.0,1.406,1,1,9751.41,micro_credit,0
69.6,1.87,10588.89,17887.63,1.689,0,1,30564.85,grant,0
84.7,1.278,8000.0,13119.16,1.64,0,0,8917.39,bnpl,0
77.2,1.546,31653.63,5816.04,0.184,0,0,-5000.0,cash,0
83.3,1.445,11409.83,16666.16,1.461,1,0,35113.88,grant,0
37.3,1.394,12003.37,18467.26,1.539,0,0,51482.09,cash,1
98.9,1.534,8000.0,8863.0,1.108,0,1,1331.35,grant,0
91.4,1.622,8000.0,9511.47,1.189,0,1,27795.86,grant,0
83.8,1.709,11758.3,29570.63,2.515,1,0,16248.78,micro_credit,0
65.3,1.294,11073.66,3157.74,0.285,0,0,8682.8,grant,0
69.9,1.168,8000.0,18869.68,2.359,0,0,16152.81,grant,0
77.5,1.636,10318.38,23946.43,2.321,0,0,14221.73,grant,0
38.5,2.006,11691.92,8742.14,0.748,0,1,-5000.0,micro_credit,0
84.9,1.517,20097.81,9994.11,0.497,0,0,-3072.85,cash,0
97.4,1.809,10677.49,17535.74,1.642,1,1,11321.63,cash,0
80.8,1.876,13113.44,11013.74,0.84,0,0,36342.53,grant,0
15.9,2.125,8000.0,8562.08,1.07,0,0,11263.48,micro_credit,1
71.3,1.832,8000.0,13952.61,1.744,0,0,1592.18,micro_credit,0
82.4,1.532,10319.81,8933.3,0.866,0,0,2818.85,cash,0
82.2,1.814,8000.0,7496.4,0.937,0,0,23042.28,micro_credit,0
74.2,1.783,8000.0,4542.84,0.568,0,0,2405.93,bnpl,0
55.8,1.528,8000.0,18170.58,2.271,1,0,6813.3,cash,0
78.8,1.594,10804.63,11929.02,1.104,0,0,21190.81,micro_credit,0
55.1,1.942,8897.79,5876.1,0.66,0,0,15385.32,grant,0
53.7,1.736,26750.88,7843.07,0.293,0,0,17982.7,bnpl,0
31.1,1.677,8000.0,8572.73,1.072,1,1,-5000.0,cash,1
93.3,1.832,10001.83,7514.32,0.751,0,0,40611.41,bnpl,0
56.2,0.945,12164.47,6583.84,0.541,0,0,29794.96,cash,0
65.5,1.719,18595.5,6217.53,0.334,0,0,1813.13,micro_credit,0
73.1,1.981,8000.0,8716.94,1.09,0,0,20606.53,cash,0
60.6,1.593,8000.0,40858.96,5.107,1,0,-5000.0,micro_credit,0
67.0,1.541,23405.11,5833.28,0.249,0,0,47706.67,bnpl,0
93.9,1.667,8000.0,16549.77,2.069,0,0,-1022.76,bnpl,0
106.7,1.278,9405.77,8907.06,0.947,0,0,-5000.0,bnpl,0
93.5,1.7,17052.54,4541.75,0.266,1,0,31155.07,grant,0
137.6,1.424,23221.11,10459.45,0.45,0,0,-5000.0,micro_credit,0
67.4,1.843,8000.0,8689.01,1.086,0,0,22683.71,micro_credit,0
75.1,1.714,11015.11,15737.38,1.429,1,0,4218.58,grant,0
80.8,1.29,17673.03,8528.33,0.483,0,0,32319.25,micro_credit,0
69.2,1.607,8000.0,6913.3,0.864,1,0,-5000.0,micro_credit,0
48.6,1.459,10887.23,21072.17,1.935,0,0,3976.37,cash,0
53.0,1.146,12283.7,25867.87,2.106,0,0,34793.94,bnpl,1
92.7,1.729,21246.14,14510.75,0.683,0,0,23630.33,grant,0
67.0,1.169,8000.0,12027.64,1.503,0,0,13094.14,grant,0
123.2,1.573,16822.62,9515.79,0.566,0,0,6389.83,cash,0
41.8,1.342,12545.81,12138.75,0.968,0,0,28972.9,bnpl,0
79.5,1.451,26022.94,11479.9,0.441,0,0,32934.02,cash,0
65.0,1.749,15027.05,13557.17,0.902,1,0,-5000.0,bnpl,0
75.5,1.895,12548.62,15447.64,1.231,0,0,-5000.0,grant,0
57.0,1.665,11904.51,23577.94,1.981,0,0,9392.4,cash,0
85.1,1.555,8000.0,3495.79,0.437,0,0,19758.17,micro_credit,0
79.3,1.377,8000.0,17091.85,2.136,1,0,7213.44,cash,0
88.9,2.072,8000.0,8227.35,1.028,0,0,8231.24,micro_credit,0
111.4,1.092,23650.45,13026.24,0.551,0,1,10271.99,bnpl,0
70.0,1.428,15861.54,6716.44,0.423,0,0,18217.46,micro_credit,0
65.4,1.337,31687.86,15221.71,0.48,0,0,23038.78,cash,0
103.4,1.152,21775.3,3041.4,0.14,0,0,-1837.8,cash,0
63.5,1.713,10920.79,11028.65,1.01,1,0,11784.05,cash,0
50.5,1.131,13724.4,17703.87,1.29,1,0,40520.9,cash,0
55.2,1.744,8710.91,23266.3,2.671,0,0,30395.33,grant,0
80.3,1.455,15251.29,17253.97,1.131,1,0,-319.93,bnpl,0
41.8,1.469,19573.58,22710.17,1.16,0,0,-5000.0,bnpl,1
45.8,1.907,8000.0,15996.3,2.0,1,1,910.72,cash,0
115.4,1.334,16556.15,13382.09,0.808,0,0,16539.51,bnpl,0
25.7,0.933,8961.97,13846.65,1.545,0,0,-5000.0,bnpl,1
47.8,1.707,12749.97,11206.42,0.879,1,0,26043.63,cash,0
45.6,1.45,20775.82,12551.27,0.604,0,0,14273.63,grant,0
132.6,1.158,14163.08,30187.78,2.131,0,0,6152.56,bnpl,1
96.5,1.275,8000.0,14939.02,1.867,0,0,26374.2,grant,0
103.0,1.989,9601.25,23306.47,2.427,1,0,5838.51,cash,0
97.6,1.608,12095.09,15259.07,1.262,0,0,-5000.0,grant,0
46.9,1.579,8000.0,19094.7,2.387,0,0,27688.01,grant,0
83.2,1.236,18417.61,37066.39,2.013,0,0,14647.38,micro_credit,1
87.8,1.606,12564.95,11319.05,0.901,1,0,11377.84,cash,0
97.6,2.207,8000.0,11417.51,1.427,1,0,-5000.0,grant,0
114.8,1.385,8000.0,17171.44,2.146,0,0,43397.6,cash,0
91.6,1.607,11897.86,26322.05,2.212,0,0,-3735.59,bnpl,0
72.2,1.423,8000.0,10090.94,1.261,0,0,31938.98,cash,0
89.2,1.73,10571.47,16120.19,1.525,0,0,-2410.63,micro_credit,0
67.3,1.604,11213.59,14416.13,1.286,0,0,9509.96,grant,0
65.6,2.434,14884.18,15172.37,1.019,0,0,7802.25,cash,0
63.7,1.513,11291.13,4297.38,0.381,0,0,-5000.0,grant,0
59.1,1.608,8886.84,27254.3,3.067,0,1,-5000.0,bnpl,0
56.2,1.976,10498.67,19666.33,1.873,1,0,48922.44,micro_credit,0
57.7,1.522,8755.24,4125.63,0.471,0,0,6412.86,bnpl,0
97.0,1.701,13076.7,9832.71,0.752,0,0,190.25,grant,0
106.7,1.411,11297.5,13224.6,1.171,0,0,38310.91,bnpl,0
99.3,1.187,8000.0,16620.64,2.078,0,1,10841.92,bnpl,0
63.6,1.834,10768.24,12442.23,1.155,0,0,26036.92,cash,0
65.6,1.989,8000.0,17349.36,2.169,0,0,37808.99,bnpl,0
40.6,1.454,16547.55,22844.93,1.381,0,1,8913.08,cash,1
56.6,1.818,16858.28,6370.51,0.378,0,0,-5000.0,grant,0
80.6,1.726,8650.9,17564.09,2.03,0,1,-782.46,bnpl,0
22.1,1.431,10182.79,10386.77,1.02,0,1,-5000.0,cash,1
29.6,1.406,14823.15,24122.7,1.627,0,1,33378.84,grant,1
54.6,1.227,12375.64,17142.31,1.385,0,0,19203.05,cash,0
24.6,1.307,9765.78,15803.24,1.618,0,0,25811.53,grant,1
78.6,1.643,10282.4,17625.3,1.714,0,0,17631.58,grant,0
76.6,1.475,10265.88,15780.42,1.537,0,0,16814.56,cash,0
84.5,1.926,11151.44,8459.55,0.759,1,0,27904.92,bnpl,0
40.8,1.247,11511.84,16058.89,1.395,0,0,-5000.0,micro_credit,1
65.4,1.38,8000.0,20312.24,2.539,1,0,24717.1,grant,0
74.5,1.397,8000.0,26399.54,3.3,0,1,22658.05,bnpl,0
57.3,1.751,9589.26,10322.59,1.076,0,0,19833.81,bnpl,0
56.5,1.454,10453.14,9184.77,0.879,0,1,24043.53,cash,0
121.7,1.339,8000.0,4020.02,0.503,0,0,9291.57,micro_credit,0
58.4,1.608,10505.65,5005.19,0.476,0,0,-5000.0,bnpl,0
82.4,1.588,8171.29,4858.92,0.595,0,0,20485.04,micro_credit,0
106.8,1.628,8000.0,12388.25,1.549,0,0,-5000.0,bnpl,0
101.4,1.573,8000.0,10245.86,1.281,1,0,20339.43,grant,0
66.7,1.473,8000.0,16507.95,2.063,0,1,327.55,bnpl,0
21.1,1.446,15390.68,9771.14,0.635,0,0,43283.73,grant,0
85.7,1.645,9341.49,11642.79,1.246,0,0,7258.37,cash,0
67.4,1.699,8000.0,6689.26,0.836,0,1,-5000.0,grant,0
126.1,1.698,11350.55,6757.22,0.595,1,0,23220.16,bnpl,0
72.1,1.61,8000.0,13202.32,1.65,0,0,4371.0,cash,0
55.9,1.756,8000.0,16491.94,2.061,1,0,24320.75,micro_credit,0
53.0,1.32,8952.06,14116.79,1.577,0,0,9248.61,bnpl,0
85.8,2.044,8000.0,4706.27,0.588,0,0,26866.62,cash,0
117.1,1.66,8000.0,11292.11,1.412,0,1,-5000.0,grant,0
91.1,1.172,8646.78,6957.77,0.805,0,1,14282.84,micro_credit,0
65.8,1.599,9997.17,7025.75,0.703,0,0,23283.79,grant,0
73.8,1.273,27130.58,15709.75,0.579,0,0,9241.31,micro_credit,0
110.4,2.066,9270.5,14633.5,1.579,0,0,-5000.0,bnpl,0
71.3,1.494,10755.5,14516.17,1.35,0,0,22076.91,cash,0
80.9,1.211,8000.0,8950.6,1.119,0,0,6919.67,grant,0
101.3,1.224,8426.72,20417.65,2.423,0,0,6602.21,bnpl,1
86.5,1.511,11109.46,10660.92,0.96,1,0,24007.18,bnpl,0
36.4,1.448,11310.17,16212.41,1.433,0,0,38873.15,grant,1
65.2,1.964,8000.0,25103.32,3.138,0,1,26714.41,micro_credit,0
52.2,1.636,9671.55,17052.83,1.763,0,0,7981.11,cash,0
67.3,1.933,9467.08,19044.47,2.012,1,1,7943.67,cash,0
116.7,1.36,8000.0,27958.72,3.495,0,0,3990.96,micro_credit,0
115.0,1.8,9231.78,4459.04,0.483,0,0,11652.27,bnpl,0
77.5,1.877,20227.56,8293.75,0.41,0,0,26421.27,micro_credit,0
94.1,1.851,12387.09,4153.17,0.335,0,0,9202.4,micro_credit,0
46.1,1.493,15382.75,14297.4,0.929,0,0,32665.64,bnpl,0
83.5,1.186,8000.0,13119.37,1.64,0,0,8149.32,grant,0
50.6,1.074,8000.0,10862.04,1.358,0,0,23985.8,grant,0
79.7,2.0,8000.0,19625.45,2.453,0,0,12851.38,micro_credit,0
92.4,1.428,16030.62,14219.56,0.887,1,0,-230.01,bnpl,0
74.7,1.483,12334.19,6317.78,0.512,0,1,11471.67,grant,0
84.9,1.559,18144.51,18503.45,1.02,1,0,11865.35,grant,0
80.4,1.633,11866.62,4428.82,0.373,1,0,6572.53,grant,0
37.9,1.908,9629.8,10868.92,1.129,1,1,28142.35,cash,1
85.6,1.234,9586.32,10053.32,1.049,0,0,-5000.0,grant,0
57.7,1.499,9398.19,5349.58,0.569,0,0,32729.98,micro_credit,0
72.4,1.561,11852.44,7836.58,0.661,0,0,20214.41,grant,0
65.8,1.299,12810.9,27458.21,2.143,0,0,25046.93,bnpl,1
98.1,1.404,8000.0,27435.02,3.429,0,0,48981.27,cash,0
113.6,1.456,8000.0,6726.93,0.841,1,0,-5000.0,cash,0
72.3,2.0,9285.89,14275.18,1.537,0,0,36760.75,cash,0
64.9,2.12,24256.56,11247.36,0.464,1,0,1604.38,bnpl,0
92.4,1.453,8000.0,24457.23,3.057,0,0,33896.05,grant,0
78.9,1.196,8000.0,12822.75,1.603,0,0,3002.32,cash,0
66.5,1.836,13765.64,25796.1,1.874,0,0,-5000.0,cash,0
66.4,1.763,12108.16,28079.9,2.319,0,0,19569.66,micro_credit,0
121.2,1.701,15962.15,10117.95,0.634,1,0,12257.17,grant,0
97.8,2.002,13741.24,11547.86,0.84,0,1,36792.03,micro_credit,0
20.2,1.152,13450.01,12182.55,0.906,0,0,22899.25,cash,0
76.6,1.71,8000.0,16543.81,2.068,0,0,29899.46,cash,0
105.5,2.114,11046.23,14053.84,1.272,0,0,-5000.0,bnpl,0
61.7,1.496,15877.27,8638.2,0.544,0,1,26334.12,bnpl,0
75.0,1.5,11070.09,9748.45,0.881,0,0,4277.33,grant,0
32.4,1.481,8000.0,9101.65,1.138,0,0,19503.72,micro_credit,1
91.5,1.615,15489.8,16590.06,1.071,0,0,6688.99,micro_credit,0
63.4,1.638,12812.74,26077.14,2.035,0,0,33441.11,cash,0
61.5,1.521,13385.91,21750.65,1.625,0,0,28901.45,bnpl,0
73.4,1.199,8000.0,14043.97,1.755,0,0,18160.06,bnpl,0
47.5,1.562,13148.34,6417.77,0.488,0,0,31889.95,micro_credit,0
65.6,1.902,8000.0,6873.0,0.859,0,0,3753.53,grant,0
72.6,1.441,8980.4,14525.79,1.617,0,0,8918.77,grant,0
73.3,1.071,11804.83,11509.62,0.975,1,0,40985.27,cash,0
51.5,1.044,13070.73,14626.49,1.119,0,0,-5000.0,bnpl,0
36.8,1.98,18701.33,3077.58,0.165,0,0,3751.99,cash,0
116.6,1.417,8000.0,10347.32,1.293,1,0,-5000.0,micro_credit,0
32.4,1.845,8000.0,13849.43,1.731,0,0,27958.43,cash,1
38.7,1.291,17084.56,16205.25,0.949,0,0,888.86,bnpl,0
105.1,1.888,11170.97,7368.08,0.66,1,0,4557.92,micro_credit,0
82.2,1.497,15101.22,5211.51,0.345,0,0,-5000.0,grant,0
79.5,1.412,8000.0,4571.37,0.571,0,0,12351.83,micro_credit,0
73.7,1.733,10208.82,11238.13,1.101,1,0,33186.01,cash,0
42.2,1.7,8000.0,7622.81,0.953,1,1,-5000.0,cash,0
94.5,1.532,9837.17,6576.76,0.669,0,0,6605.52,cash,0
55.9,1.657,8000.0,25119.18,3.14,1,0,-5000.0,grant,0
54.8,2.02,8137.09,5865.35,0.721,1,0,15943.29,bnpl,0
63.1,1.316,8000.0,55414.99,6.927,0,0,7472.07,grant,0
26.9,1.968,13029.64,7930.28,0.609,1,0,-4796.14,grant,0
